,Location,Humidity9am,Humidity3pm
98614,Adelaide,75.0,69.0
98615,Adelaide,79.0,67.0
98616,Adelaide,73.0,51.0
98617,Adelaide,66.0,83.0
98618,Adelaide,94.0,84.0
98619,Adelaide,59.0,51.0
98620,Adelaide,59.0,48.0
98621,Adelaide,69.0,48.0
98622,Adelaide,59.0,38.0
98623,Adelaide,50.0,41.0
98624,Adelaide,43.0,28.0
98625,Adelaide,36.0,46.0
98626,Adelaide,76.0,50.0
98627,Adelaide,61.0,42.0
98628,Adelaide,71.0,48.0
98629,Adelaide,58.0,46.0
98630,Adelaide,52.0,37.0
98631,Adelaide,55.0,45.0
98632,Adelaide,47.0,41.0
98633,Adelaide,55.0,33.0
98634,Adelaide,44.0,19.0
98635,Adelaide,44.0,23.0
98636,Adelaide,52.0,40.0
98637,Adelaide,68.0,51.0
98638,Adelaide,62.0,41.0
98639,Adelaide,60.0,31.0
98640,Adelaide,60.0,36.0
98641,Adelaide,51.0,34.0
98642,Adelaide,36.0,16.0
98643,Adelaide,27.0,21.0
98644,Adelaide,54.0,27.0
98645,Adelaide,54.0,34.0
98646,Adelaide,27.0,21.0
98647,Adelaide,23.0,16.0
98648,Adelaide,47.0,33.0
98649,Adelaide,48.0,31.0
98650,Adelaide,30.0,15.0
98651,Adelaide,20.0,24.0
98652,Adelaide,55.0,48.0
98653,Adelaide,61.0,43.0
98654,Adelaide,61.0,31.0
98655,Adelaide,47.0,17.0
98656,Adelaide,46.0,21.0
98657,Adelaide,33.0,20.0
98658,Adelaide,52.0,20.0
98659,Adelaide,61.0,43.0
98660,Adelaide,45.0,31.0
98661,Adelaide,46.0,28.0
98662,Adelaide,42.0,20.0
98663,Adelaide,42.0,26.0
98664,Adelaide,38.0,46.0
98665,Adelaide,55.0,37.0
98666,Adelaide,45.0,20.0
98667,Adelaide,53.0,29.0
98668,Adelaide,62.0,40.0
98669,Adelaide,48.0,35.0
98670,Adelaide,67.0,46.0
98671,Adelaide,65.0,48.0
98672,Adelaide,63.0,42.0
98673,Adelaide,81.0,55.0
98674,Adelaide,63.0,40.0
98675,Adelaide,72.0,44.0
98676,Adelaide,72.0,40.0
98677,Adelaide,48.0,37.0
98678,Adelaide,43.0,23.0
98679,Adelaide,68.0,31.0
98680,Adelaide,26.0,21.0
98681,Adelaide,77.0,51.0
98682,Adelaide,77.0,44.0
98683,Adelaide,47.0,47.0
98684,Adelaide,57.0,38.0
98685,Adelaide,44.0,33.0
98686,Adelaide,30.0,14.0
98687,Adelaide,71.0,50.0
98688,Adelaide,59.0,47.0
98689,Adelaide,53.0,34.0
98690,Adelaide,45.0,44.0
98691,Adelaide,55.0,57.0
98692,Adelaide,76.0,38.0
98693,Adelaide,70.0,33.0
98694,Adelaide,68.0,45.0
98695,Adelaide,68.0,16.0
98696,Adelaide,29.0,30.0
98697,Adelaide,56.0,32.0
98698,Adelaide,46.0,24.0
98699,Adelaide,58.0,27.0
98700,Adelaide,56.0,43.0
98701,Adelaide,72.0,57.0
98702,Adelaide,70.0,47.0
98703,Adelaide,61.0,52.0
98704,Adelaide,66.0,50.0
98705,Adelaide,65.0,51.0
98706,Adelaide,55.0,25.0
98707,Adelaide,68.0,34.0
98708,Adelaide,40.0,29.0
98709,Adelaide,23.0,25.0
98710,Adelaide,76.0,
98711,Adelaide,75.0,86.0
98712,Adelaide,88.0,73.0
98713,Adelaide,66.0,74.0
98714,Adelaide,58.0,44.0
98715,Adelaide,42.0,38.0
98716,Adelaide,54.0,40.0
98717,Adelaide,61.0,45.0
98718,Adelaide,81.0,57.0
98719,Adelaide,93.0,53.0
98720,Adelaide,77.0,86.0
98721,Adelaide,73.0,52.0
98722,Adelaide,59.0,62.0
98723,Adelaide,68.0,46.0
98724,Adelaide,49.0,39.0
98725,Adelaide,42.0,35.0
98726,Adelaide,51.0,43.0
98727,Adelaide,53.0,51.0
98728,Adelaide,78.0,51.0
98729,Adelaide,27.0,18.0
98730,Adelaide,73.0,48.0
98731,Adelaide,85.0,64.0
98732,Adelaide,54.0,58.0
98733,Adelaide,91.0,77.0
98734,Adelaide,87.0,57.0
98735,Adelaide,88.0,72.0
98736,Adelaide,75.0,73.0
98737,Adelaide,92.0,67.0
98738,Adelaide,66.0,47.0
98739,Adelaide,80.0,83.0
98740,Adelaide,86.0,63.0
98741,Adelaide,67.0,49.0
98742,Adelaide,68.0,42.0
98743,Adelaide,44.0,49.0
98744,Adelaide,73.0,62.0
98745,Adelaide,84.0,50.0
98746,Adelaide,77.0,
98747,Adelaide,65.0,52.0
98748,Adelaide,74.0,53.0
98749,Adelaide,67.0,51.0
98750,Adelaide,74.0,43.0
98751,Adelaide,52.0,42.0
98752,Adelaide,69.0,56.0
98753,Adelaide,85.0,62.0
98754,Adelaide,74.0,55.0
98755,Adelaide,76.0,93.0
98756,Adelaide,94.0,77.0
98757,Adelaide,76.0,45.0
98758,Adelaide,68.0,44.0
98759,Adelaide,51.0,43.0
98760,Adelaide,67.0,57.0
98761,Adelaide,75.0,64.0
98762,Adelaide,80.0,44.0
98763,Adelaide,60.0,55.0
98764,Adelaide,82.0,69.0
98765,Adelaide,70.0,41.0
98766,Adelaide,68.0,45.0
98767,Adelaide,69.0,50.0
98768,Adelaide,67.0,40.0
98769,Adelaide,57.0,50.0
98770,Adelaide,71.0,76.0
98771,Adelaide,84.0,75.0
98772,Adelaide,89.0,78.0
98773,Adelaide,90.0,82.0
98774,Adelaide,80.0,62.0
98775,Adelaide,95.0,60.0
98776,Adelaide,75.0,42.0
98777,Adelaide,56.0,44.0
98778,Adelaide,78.0,40.0
98779,Adelaide,62.0,56.0
98780,Adelaide,92.0,81.0
98781,Adelaide,71.0,61.0
98782,Adelaide,72.0,50.0
98783,Adelaide,88.0,65.0
98784,Adelaide,77.0,46.0
98785,Adelaide,78.0,50.0
98786,Adelaide,68.0,64.0
98787,Adelaide,78.0,48.0
98788,Adelaide,86.0,51.0
98789,Adelaide,71.0,59.0
98790,Adelaide,68.0,53.0
98791,Adelaide,67.0,46.0
98792,Adelaide,87.0,78.0
98793,Adelaide,94.0,88.0
98794,Adelaide,95.0,49.0
98795,Adelaide,51.0,42.0
98796,Adelaide,69.0,81.0
98797,Adelaide,88.0,67.0
98798,Adelaide,68.0,76.0
98799,Adelaide,89.0,73.0
98800,Adelaide,90.0,65.0
98801,Adelaide,81.0,62.0
98802,Adelaide,69.0,62.0
98803,Adelaide,79.0,65.0
98804,Adelaide,85.0,57.0
98805,Adelaide,61.0,42.0
98806,Adelaide,51.0,40.0
98807,Adelaide,47.0,46.0
98808,Adelaide,90.0,62.0
98809,Adelaide,74.0,45.0
98810,Adelaide,86.0,62.0
98811,Adelaide,91.0,70.0
98812,Adelaide,56.0,54.0
98813,Adelaide,86.0,61.0
98814,Adelaide,86.0,64.0
98815,Adelaide,54.0,44.0
98816,Adelaide,44.0,75.0
98817,Adelaide,80.0,55.0
98818,Adelaide,95.0,83.0
98819,Adelaide,80.0,69.0
98820,Adelaide,74.0,69.0
98821,Adelaide,90.0,77.0
98822,Adelaide,81.0,65.0
98823,Adelaide,88.0,70.0
98824,Adelaide,89.0,78.0
98825,Adelaide,76.0,49.0
98826,Adelaide,43.0,34.0
98827,Adelaide,79.0,59.0
98828,Adelaide,65.0,84.0
98829,Adelaide,83.0,64.0
98830,Adelaide,97.0,68.0
98831,Adelaide,95.0,76.0
98832,Adelaide,92.0,81.0
98833,Adelaide,90.0,58.0
98834,Adelaide,90.0,55.0
98835,Adelaide,60.0,48.0
98836,Adelaide,51.0,51.0
98837,Adelaide,25.0,31.0
98838,Adelaide,78.0,48.0
98839,Adelaide,97.0,53.0
98840,Adelaide,67.0,56.0
98841,Adelaide,64.0,42.0
98842,Adelaide,50.0,35.0
98843,Adelaide,65.0,40.0
98844,Adelaide,85.0,81.0
98845,Adelaide,68.0,62.0
98846,Adelaide,66.0,46.0
98847,Adelaide,41.0,39.0
98848,Adelaide,42.0,29.0
98849,Adelaide,40.0,32.0
98850,Adelaide,72.0,92.0
98851,Adelaide,74.0,67.0
98852,Adelaide,64.0,63.0
98853,Adelaide,55.0,42.0
98854,Adelaide,56.0,45.0
98855,Adelaide,48.0,50.0
98856,Adelaide,86.0,68.0
98857,Adelaide,90.0,76.0
98858,Adelaide,58.0,38.0
98859,Adelaide,48.0,26.0
98860,Adelaide,31.0,26.0
98861,Adelaide,19.0,16.0
98862,Adelaide,55.0,64.0
98863,Adelaide,60.0,45.0
98864,Adelaide,52.0,95.0
98865,Adelaide,67.0,55.0
98866,Adelaide,71.0,52.0
98867,Adelaide,60.0,33.0
98868,Adelaide,30.0,17.0
98869,Adelaide,47.0,50.0
98870,Adelaide,45.0,38.0
98871,Adelaide,43.0,39.0
98872,Adelaide,50.0,43.0
98873,Adelaide,40.0,32.0
98874,Adelaide,27.0,23.0
98875,Adelaide,33.0,20.0
98876,Adelaide,53.0,52.0
98877,Adelaide,44.0,37.0
98878,Adelaide,50.0,35.0
98879,Adelaide,35.0,23.0
98880,Adelaide,32.0,15.0
98881,Adelaide,12.0,4.0
98882,Adelaide,44.0,22.0
98883,Adelaide,16.0,65.0
98884,Adelaide,61.0,49.0
98885,Adelaide,54.0,24.0
98886,Adelaide,40.0,21.0
98887,Adelaide,34.0,18.0
98888,Adelaide,41.0,31.0
98889,Adelaide,89.0,57.0
98890,Adelaide,55.0,51.0
98891,Adelaide,55.0,43.0
98892,Adelaide,49.0,20.0
98893,Adelaide,17.0,10.0
98894,Adelaide,69.0,61.0
98895,Adelaide,66.0,28.0
98896,Adelaide,42.0,21.0
98897,Adelaide,21.0,31.0
98898,Adelaide,51.0,66.0
98899,Adelaide,81.0,58.0
98900,Adelaide,56.0,42.0
98901,Adelaide,47.0,33.0
98902,Adelaide,33.0,16.0
98903,Adelaide,48.0,59.0
98904,Adelaide,69.0,44.0
98905,Adelaide,46.0,34.0
98906,Adelaide,45.0,28.0
98907,Adelaide,41.0,28.0
98908,Adelaide,73.0,31.0
98909,Adelaide,73.0,22.0
98910,Adelaide,68.0,21.0
98911,Adelaide,74.0,47.0
98912,Adelaide,54.0,33.0
98913,Adelaide,72.0,51.0
98914,Adelaide,79.0,67.0
98915,Adelaide,90.0,56.0
98916,Adelaide,47.0,26.0
98917,Adelaide,38.0,15.0
98918,Adelaide,17.0,18.0
98919,Adelaide,51.0,47.0
98920,Adelaide,56.0,37.0
98921,Adelaide,46.0,42.0
98922,Adelaide,43.0,42.0
98923,Adelaide,51.0,52.0
98924,Adelaide,52.0,31.0
98925,Adelaide,43.0,19.0
98926,Adelaide,22.0,14.0
98927,Adelaide,17.0,12.0
98928,Adelaide,55.0,36.0
98929,Adelaide,60.0,47.0
98930,Adelaide,,40.0
98931,Adelaide,51.0,46.0
98932,Adelaide,51.0,36.0
98933,Adelaide,57.0,22.0
98934,Adelaide,15.0,40.0
98935,Adelaide,40.0,36.0
98936,Adelaide,45.0,41.0
98937,Adelaide,46.0,34.0
98938,Adelaide,51.0,39.0
98939,Adelaide,25.0,57.0
98940,Adelaide,67.0,65.0
98941,Adelaide,43.0,42.0
98942,Adelaide,39.0,24.0
98943,Adelaide,22.0,17.0
98944,Adelaide,18.0,13.0
98945,Adelaide,18.0,16.0
98946,Adelaide,19.0,21.0
98947,Adelaide,66.0,49.0
98948,Adelaide,63.0,46.0
98949,Adelaide,56.0,42.0
98950,Adelaide,61.0,44.0
98951,Adelaide,,48.0
98952,Adelaide,45.0,42.0
98953,Adelaide,52.0,13.0
98954,Adelaide,32.0,28.0
98955,Adelaide,32.0,13.0
98956,Adelaide,16.0,11.0
98957,Adelaide,42.0,16.0
98958,Adelaide,15.0,12.0
98959,Adelaide,93.0,69.0
98960,Adelaide,56.0,42.0
98961,Adelaide,37.0,18.0
98962,Adelaide,31.0,13.0
98963,Adelaide,22.0,10.0
98964,Adelaide,19.0,17.0
98965,Adelaide,47.0,35.0
98966,Adelaide,44.0,19.0
98967,Adelaide,35.0,30.0
98968,Adelaide,33.0,15.0
98969,Adelaide,16.0,10.0
98970,Adelaide,12.0,10.0
98971,Adelaide,31.0,24.0
98972,Adelaide,52.0,34.0
98973,Adelaide,60.0,39.0
98974,Adelaide,48.0,27.0
98975,Adelaide,49.0,34.0
98976,Adelaide,49.0,27.0
98977,Adelaide,55.0,26.0
98978,Adelaide,50.0,25.0
98979,Adelaide,45.0,13.0
98980,Adelaide,29.0,14.0
98981,Adelaide,23.0,21.0
98982,Adelaide,37.0,21.0
98983,Adelaide,30.0,28.0
98984,Adelaide,55.0,33.0
98985,Adelaide,38.0,19.0
98986,Adelaide,42.0,24.0
98987,Adelaide,30.0,11.0
98988,Adelaide,23.0,12.0
98989,Adelaide,14.0,24.0
98990,Adelaide,58.0,40.0
98991,Adelaide,46.0,25.0
98992,Adelaide,77.0,93.0
98993,Adelaide,61.0,48.0
98994,Adelaide,64.0,34.0
98995,Adelaide,61.0,29.0
98996,Adelaide,39.0,24.0
98997,Adelaide,26.0,28.0
98998,Adelaide,60.0,66.0
98999,Adelaide,86.0,54.0
99000,Adelaide,67.0,48.0
99001,Adelaide,72.0,45.0
99002,Adelaide,63.0,20.0
99003,Adelaide,61.0,76.0
99004,Adelaide,66.0,46.0
99005,Adelaide,58.0,42.0
99006,Adelaide,67.0,36.0
99007,Adelaide,59.0,40.0
99008,Adelaide,59.0,41.0
99009,Adelaide,61.0,33.0
99010,Adelaide,52.0,25.0
99011,Adelaide,32.0,25.0
99012,Adelaide,55.0,24.0
99013,Adelaide,56.0,24.0
99014,Adelaide,62.0,39.0
99015,Adelaide,65.0,37.0
99016,Adelaide,58.0,41.0
99017,Adelaide,67.0,33.0
99018,Adelaide,56.0,43.0
99019,Adelaide,69.0,44.0
99020,Adelaide,66.0,51.0
99021,Adelaide,44.0,28.0
99022,Adelaide,30.0,15.0
99023,Adelaide,37.0,13.0
99024,Adelaide,39.0,30.0
99025,Adelaide,62.0,64.0
99026,Adelaide,73.0,44.0
99027,Adelaide,63.0,46.0
99028,Adelaide,72.0,49.0
99029,Adelaide,62.0,40.0
99030,Adelaide,59.0,30.0
99031,Adelaide,42.0,19.0
99032,Adelaide,36.0,24.0
99033,Adelaide,53.0,33.0
99034,Adelaide,50.0,34.0
99035,Adelaide,52.0,26.0
99036,Adelaide,65.0,32.0
99037,Adelaide,63.0,55.0
99038,Adelaide,53.0,27.0
99039,Adelaide,75.0,47.0
99040,Adelaide,93.0,65.0
99041,Adelaide,76.0,51.0
99042,Adelaide,75.0,49.0
99043,Adelaide,69.0,38.0
99044,Adelaide,62.0,47.0
99045,Adelaide,57.0,35.0
99046,Adelaide,53.0,27.0
99047,Adelaide,44.0,30.0
99048,Adelaide,49.0,37.0
99049,Adelaide,63.0,55.0
99050,Adelaide,55.0,41.0
99051,Adelaide,56.0,39.0
99052,Adelaide,53.0,19.0
99053,Adelaide,54.0,62.0
99054,Adelaide,66.0,45.0
99055,Adelaide,61.0,45.0
99056,Adelaide,53.0,53.0
99057,Adelaide,68.0,43.0
99058,Adelaide,50.0,36.0
99059,Adelaide,56.0,34.0
99060,Adelaide,67.0,49.0
99061,Adelaide,75.0,36.0
99062,Adelaide,43.0,25.0
99063,Adelaide,69.0,47.0
99064,Adelaide,41.0,41.0
99065,Adelaide,45.0,25.0
99066,Adelaide,30.0,55.0
99067,Adelaide,82.0,51.0
99068,Adelaide,71.0,49.0
99069,Adelaide,66.0,54.0
99070,Adelaide,76.0,50.0
99071,Adelaide,84.0,58.0
99072,Adelaide,77.0,58.0
99073,Adelaide,65.0,53.0
99074,Adelaide,59.0,48.0
99075,Adelaide,59.0,27.0
99076,Adelaide,36.0,25.0
99077,Adelaide,66.0,57.0
99078,Adelaide,49.0,30.0
99079,Adelaide,34.0,32.0
99080,Adelaide,41.0,25.0
99081,Adelaide,27.0,41.0
99082,Adelaide,72.0,58.0
99083,Adelaide,70.0,42.0
99084,Adelaide,49.0,35.0
99085,Adelaide,52.0,21.0
99086,Adelaide,31.0,21.0
99087,Adelaide,28.0,15.0
99088,Adelaide,24.0,24.0
99089,Adelaide,84.0,40.0
99090,Adelaide,82.0,56.0
99091,Adelaide,53.0,18.0
99092,Adelaide,69.0,36.0
99093,Adelaide,63.0,57.0
99094,Adelaide,87.0,86.0
99095,Adelaide,82.0,67.0
99096,Adelaide,57.0,38.0
99097,Adelaide,65.0,52.0
99098,Adelaide,70.0,52.0
99099,Adelaide,78.0,92.0
99100,Adelaide,75.0,75.0
99101,Adelaide,68.0,50.0
99102,Adelaide,69.0,76.0
99103,Adelaide,93.0,75.0
99104,Adelaide,84.0,43.0
99105,Adelaide,55.0,32.0
99106,Adelaide,82.0,59.0
99107,Adelaide,83.0,47.0
99108,Adelaide,54.0,48.0
99109,Adelaide,70.0,47.0
99110,Adelaide,79.0,63.0
99111,Adelaide,87.0,64.0
99112,Adelaide,50.0,34.0
99113,Adelaide,36.0,69.0
99114,Adelaide,63.0,59.0
99115,Adelaide,82.0,37.0
99116,Adelaide,85.0,92.0
99117,Adelaide,89.0,54.0
99118,Adelaide,82.0,71.0
99119,Adelaide,63.0,54.0
99120,Adelaide,52.0,55.0
99121,Adelaide,74.0,57.0
99122,Adelaide,55.0,66.0
99123,Adelaide,70.0,49.0
99124,Adelaide,67.0,93.0
99125,Adelaide,83.0,59.0
99126,Adelaide,82.0,65.0
99127,Adelaide,85.0,66.0
99128,Adelaide,93.0,66.0
99129,Adelaide,71.0,63.0
99130,Adelaide,93.0,65.0
99131,Adelaide,88.0,65.0
99132,Adelaide,74.0,70.0
99133,Adelaide,77.0,57.0
99134,Adelaide,75.0,42.0
99135,Adelaide,58.0,40.0
99136,Adelaide,71.0,47.0
99137,Adelaide,56.0,41.0
99138,Adelaide,77.0,82.0
99139,Adelaide,96.0,71.0
99140,Adelaide,58.0,53.0
99141,Adelaide,78.0,56.0
99142,Adelaide,92.0,86.0
99143,Adelaide,87.0,94.0
99144,Adelaide,67.0,63.0
99145,Adelaide,76.0,95.0
99146,Adelaide,61.0,58.0
99147,Adelaide,84.0,60.0
99148,Adelaide,64.0,63.0
99149,Adelaide,94.0,54.0
99150,Adelaide,76.0,56.0
99151,Adelaide,62.0,54.0
99152,Adelaide,87.0,53.0
99153,Adelaide,90.0,69.0
99154,Adelaide,94.0,63.0
99155,Adelaide,75.0,55.0
99156,Adelaide,86.0,90.0
99157,Adelaide,95.0,85.0
99158,Adelaide,97.0,75.0
99159,Adelaide,93.0,65.0
99160,Adelaide,81.0,66.0
99161,Adelaide,65.0,55.0
99162,Adelaide,64.0,67.0
99163,Adelaide,64.0,66.0
99164,Adelaide,62.0,60.0
99165,Adelaide,61.0,54.0
99166,Adelaide,88.0,58.0
99167,Adelaide,58.0,46.0
99168,Adelaide,73.0,40.0
99169,Adelaide,65.0,36.0
99170,Adelaide,66.0,47.0
99171,Adelaide,83.0,58.0
99172,Adelaide,76.0,70.0
99173,Adelaide,73.0,61.0
99174,Adelaide,81.0,85.0
99175,Adelaide,77.0,49.0
99176,Adelaide,73.0,65.0
99177,Adelaide,75.0,87.0
99178,Adelaide,82.0,82.0
99179,Adelaide,68.0,57.0
99180,Adelaide,82.0,63.0
99181,Adelaide,78.0,61.0
99182,Adelaide,48.0,57.0
99183,Adelaide,87.0,74.0
99184,Adelaide,94.0,79.0
99185,Adelaide,69.0,63.0
99186,Adelaide,77.0,48.0
99187,Adelaide,78.0,50.0
99188,Adelaide,60.0,46.0
99189,Adelaide,60.0,40.0
99190,Adelaide,49.0,36.0
99191,Adelaide,35.0,36.0
99192,Adelaide,70.0,78.0
99193,Adelaide,78.0,74.0
99194,Adelaide,86.0,53.0
99195,Adelaide,65.0,47.0
99196,Adelaide,96.0,56.0
99197,Adelaide,75.0,42.0
99198,Adelaide,47.0,33.0
99199,Adelaide,33.0,29.0
99200,Adelaide,65.0,40.0
99201,Adelaide,32.0,28.0
99202,Adelaide,87.0,84.0
99203,Adelaide,72.0,81.0
99204,Adelaide,74.0,42.0
99205,Adelaide,57.0,38.0
99206,Adelaide,72.0,53.0
99207,Adelaide,70.0,52.0
99208,Adelaide,64.0,54.0
99209,Adelaide,77.0,47.0
99210,Adelaide,50.0,28.0
99211,Adelaide,30.0,30.0
99212,Adelaide,37.0,34.0
99213,Adelaide,96.0,64.0
99214,Adelaide,80.0,79.0
99215,Adelaide,66.0,54.0
99216,Adelaide,68.0,57.0
99217,Adelaide,83.0,54.0
99218,Adelaide,77.0,54.0
99219,Adelaide,66.0,40.0
99220,Adelaide,43.0,34.0
99221,Adelaide,36.0,30.0
99222,Adelaide,67.0,68.0
99223,Adelaide,77.0,65.0
99224,Adelaide,58.0,59.0
99225,Adelaide,68.0,50.0
99226,Adelaide,80.0,82.0
99227,Adelaide,76.0,96.0
99228,Adelaide,84.0,92.0
99229,Adelaide,85.0,56.0
99230,Adelaide,70.0,30.0
99231,Adelaide,43.0,64.0
99232,Adelaide,65.0,74.0
99233,Adelaide,65.0,40.0
99234,Adelaide,72.0,68.0
99235,Adelaide,58.0,56.0
99236,Adelaide,60.0,49.0
99237,Adelaide,47.0,43.0
99238,Adelaide,92.0,67.0
99239,Adelaide,77.0,49.0
99240,Adelaide,44.0,50.0
99241,Adelaide,60.0,49.0
99242,Adelaide,38.0,61.0
99243,Adelaide,80.0,94.0
99244,Adelaide,83.0,70.0
99245,Adelaide,55.0,42.0
99246,Adelaide,35.0,56.0
99247,Adelaide,95.0,76.0
99248,Adelaide,93.0,54.0
99249,Adelaide,75.0,43.0
99250,Adelaide,39.0,24.0
99251,Adelaide,35.0,42.0
99252,Adelaide,54.0,35.0
99253,Adelaide,30.0,89.0
99254,Adelaide,70.0,46.0
99255,Adelaide,62.0,50.0
99256,Adelaide,76.0,59.0
99257,Adelaide,67.0,48.0
99258,Adelaide,31.0,34.0
99259,Adelaide,20.0,16.0
99260,Adelaide,85.0,90.0
99261,Adelaide,56.0,67.0
99262,Adelaide,72.0,67.0
99263,Adelaide,64.0,37.0
99264,Adelaide,38.0,23.0
99265,Adelaide,88.0,46.0
99266,Adelaide,54.0,44.0
99267,Adelaide,54.0,39.0
99268,Adelaide,43.0,24.0
99269,Adelaide,22.0,16.0
99270,Adelaide,77.0,49.0
99271,Adelaide,53.0,38.0
99272,Adelaide,58.0,35.0
99273,Adelaide,31.0,16.0
99274,Adelaide,65.0,45.0
99275,Adelaide,47.0,46.0
99276,Adelaide,66.0,55.0
99277,Adelaide,54.0,43.0
99278,Adelaide,59.0,32.0
99279,Adelaide,47.0,24.0
99280,Adelaide,53.0,48.0
99281,Adelaide,66.0,27.0
99282,Adelaide,44.0,49.0
99283,Adelaide,49.0,46.0
99284,Adelaide,58.0,46.0
99285,Adelaide,51.0,37.0
99286,Adelaide,29.0,31.0
99287,Adelaide,71.0,70.0
99288,Adelaide,70.0,61.0
99289,Adelaide,58.0,51.0
99290,Adelaide,65.0,52.0
99291,Adelaide,53.0,34.0
99292,Adelaide,23.0,12.0
99293,Adelaide,64.0,48.0
99294,Adelaide,41.0,31.0
99295,Adelaide,45.0,19.0
99296,Adelaide,27.0,27.0
99297,Adelaide,62.0,59.0
99298,Adelaide,43.0,34.0
99299,Adelaide,49.0,46.0
99300,Adelaide,56.0,38.0
99301,Adelaide,52.0,40.0
99302,Adelaide,49.0,16.0
99303,Adelaide,29.0,20.0
99304,Adelaide,32.0,31.0
99305,Adelaide,64.0,44.0
99306,Adelaide,58.0,55.0
99307,Adelaide,64.0,46.0
99308,Adelaide,38.0,23.0
99309,Adelaide,66.0,66.0
99310,Adelaide,58.0,45.0
99311,Adelaide,48.0,44.0
99312,Adelaide,45.0,40.0
99313,Adelaide,66.0,55.0
99314,Adelaide,48.0,41.0
99315,Adelaide,48.0,31.0
99316,Adelaide,46.0,23.0
99317,Adelaide,27.0,10.0
99318,Adelaide,19.0,20.0
99319,Adelaide,73.0,42.0
99320,Adelaide,40.0,26.0
99321,Adelaide,52.0,25.0
99322,Adelaide,75.0,36.0
99323,Adelaide,42.0,30.0
99324,Adelaide,16.0,12.0
99325,Adelaide,56.0,42.0
99326,Adelaide,50.0,42.0
99327,Adelaide,44.0,32.0
99328,Adelaide,21.0,17.0
99329,Adelaide,41.0,24.0
99330,Adelaide,26.0,15.0
99331,Adelaide,76.0,61.0
99332,Adelaide,81.0,78.0
99333,Adelaide,89.0,60.0
99334,Adelaide,51.0,26.0
99335,Adelaide,75.0,64.0
99336,Adelaide,70.0,54.0
99337,Adelaide,72.0,57.0
99338,Adelaide,59.0,42.0
99339,Adelaide,56.0,28.0
99340,Adelaide,43.0,27.0
99341,Adelaide,35.0,33.0
99342,Adelaide,34.0,18.0
99343,Adelaide,26.0,17.0
99344,Adelaide,57.0,49.0
99345,Adelaide,70.0,38.0
99346,Adelaide,60.0,50.0
99347,Adelaide,59.0,50.0
99348,Adelaide,45.0,22.0
99349,Adelaide,95.0,65.0
99350,Adelaide,55.0,46.0
99351,Adelaide,62.0,48.0
99352,Adelaide,46.0,17.0
99353,Adelaide,30.0,7.0
99354,Adelaide,63.0,34.0
99355,Adelaide,39.0,24.0
99356,Adelaide,74.0,48.0
99357,Adelaide,61.0,42.0
99358,Adelaide,32.0,24.0
99359,Adelaide,25.0,79.0
99360,Adelaide,67.0,41.0
99361,Adelaide,51.0,38.0
99362,Adelaide,56.0,37.0
99363,Adelaide,62.0,28.0
99364,Adelaide,46.0,24.0
99365,Adelaide,42.0,17.0
99366,Adelaide,47.0,66.0
99367,Adelaide,100.0,47.0
99368,Adelaide,55.0,38.0
99369,Adelaide,65.0,43.0
99370,Adelaide,57.0,37.0
99371,Adelaide,44.0,46.0
99372,Adelaide,81.0,82.0
99373,Adelaide,85.0,71.0
99374,Adelaide,62.0,45.0
99375,Adelaide,44.0,24.0
99376,Adelaide,43.0,30.0
99377,Adelaide,61.0,36.0
99378,Adelaide,75.0,44.0
99379,Adelaide,59.0,36.0
99380,Adelaide,60.0,47.0
99381,Adelaide,68.0,50.0
99382,Adelaide,29.0,28.0
99383,Adelaide,67.0,50.0
99384,Adelaide,58.0,54.0
99385,Adelaide,51.0,44.0
99386,Adelaide,85.0,60.0
99387,Adelaide,55.0,37.0
99388,Adelaide,40.0,24.0
99389,Adelaide,18.0,33.0
99390,Adelaide,62.0,47.0
99391,Adelaide,55.0,38.0
99392,Adelaide,52.0,35.0
99393,Adelaide,52.0,35.0
99394,Adelaide,58.0,28.0
99395,Adelaide,22.0,18.0
99396,Adelaide,23.0,14.0
99397,Adelaide,46.0,21.0
99398,Adelaide,47.0,24.0
99399,Adelaide,50.0,26.0
99400,Adelaide,61.0,41.0
99401,Adelaide,69.0,41.0
99402,Adelaide,54.0,39.0
99403,Adelaide,45.0,29.0
99404,Adelaide,48.0,22.0
99405,Adelaide,42.0,19.0
99406,Adelaide,40.0,35.0
99407,Adelaide,78.0,69.0
99408,Adelaide,74.0,63.0
99409,Adelaide,72.0,41.0
99410,Adelaide,40.0,22.0
99411,Adelaide,49.0,41.0
99412,Adelaide,53.0,22.0
99413,Adelaide,54.0,12.0
99414,Adelaide,48.0,19.0
99415,Adelaide,42.0,83.0
99416,Adelaide,65.0,52.0
99417,Adelaide,73.0,64.0
99418,Adelaide,75.0,50.0
99419,Adelaide,59.0,49.0
99420,Adelaide,76.0,63.0
99421,Adelaide,72.0,56.0
99422,Adelaide,62.0,41.0
99423,Adelaide,69.0,44.0
99424,Adelaide,79.0,93.0
99425,Adelaide,66.0,46.0
99426,Adelaide,71.0,47.0
99427,Adelaide,75.0,45.0
99428,Adelaide,51.0,34.0
99429,Adelaide,48.0,31.0
99430,Adelaide,52.0,29.0
99431,Adelaide,30.0,17.0
99432,Adelaide,32.0,18.0
99433,Adelaide,33.0,17.0
99434,Adelaide,31.0,59.0
99435,Adelaide,44.0,43.0
99436,Adelaide,54.0,58.0
