Location,Humidity9am,Humidity3pm,AvgHumidity
Adelaide,95.0,83.0,89.0
Adelaide,62.0,68.0,65.0
Adelaide,89.0,57.0,73.0
Adelaide,70.0,59.0,64.5
Adelaide,76.0,70.0,73.0
Adelaide,69.0,48.0,58.5
Adelaide,67.0,41.0,54.0
Adelaide,72.0,42.0,57.0
Adelaide,96.0,62.0,79.0
Adelaide,90.0,50.0,70.0
Adelaide,85.0,53.0,69.0
Adelaide,64.0,58.0,61.0
Adelaide,67.0,50.0,58.5
Adelaide,71.0,38.0,54.5
Adelaide,62.0,44.0,53.0
Adelaide,96.0,72.0,84.0
Adelaide,85.0,58.0,71.5
Adelaide,83.0,49.0,66.0
Adelaide,48.0,39.0,43.5
Adelaide,47.0,32.0,39.5
Adelaide,37.0,33.0,35.0
Adelaide,81.0,51.0,66.0
Adelaide,57.0,32.0,44.5
Adelaide,35.0,44.0,39.5
Adelaide,56.0,36.0,46.0
Adelaide,48.0,35.0,41.5
Adelaide,85.0,92.0,88.5
Adelaide,82.0,58.0,70.0
Adelaide,77.0,57.0,67.0
Adelaide,95.0,72.0,83.5
Adelaide,92.0,66.0,79.0
Adelaide,95.0,63.0,79.0
Adelaide,95.0,59.0,77.0
Adelaide,74.0,47.0,60.5
Adelaide,82.0,50.0,66.0
Adelaide,79.0,53.0,66.0
Adelaide,70.0,43.0,56.5
Adelaide,66.0,66.0,66.0
Adelaide,89.0,58.0,73.5
Adelaide,87.0,45.0,66.0
Adelaide,72.0,72.0,72.0
Adelaide,77.0,64.0,70.5
Adelaide,75.0,58.0,66.5
Adelaide,61.0,47.0,54.0
Adelaide,36.0,25.0,30.5
Adelaide,39.0,26.0,32.5
Adelaide,33.0,22.0,27.5
Adelaide,74.0,47.0,60.5
Adelaide,66.0,37.0,51.5
Adelaide,74.0,47.0,60.5
Adelaide,63.0,46.0,54.5
Adelaide,67.0,39.0,53.0
Adelaide,66.0,57.0,61.5
Adelaide,53.0,34.0,43.5
Adelaide,42.0,27.0,34.5
Adelaide,32.0,23.0,27.5
Adelaide,19.0,17.0,18.0
Adelaide,81.0,42.0,61.5
Adelaide,54.0,33.0,43.5
Adelaide,47.0,52.0,49.5
Adelaide,66.0,39.0,52.5
Adelaide,48.0,50.0,49.0
Adelaide,62.0,70.0,66.0
Adelaide,59.0,69.0,64.0
Adelaide,75.0,72.0,73.5
Adelaide,64.0,50.0,57.0
Adelaide,55.0,30.0,42.5
Adelaide,65.0,40.0,52.5
Adelaide,53.0,23.0,38.0
Adelaide,54.0,41.0,47.5
Adelaide,10.0,25.0,17.5
Adelaide,69.0,32.0,50.5
Adelaide,14.0,69.0,41.5
Adelaide,67.0,51.0,59.0
Adelaide,76.0,46.0,61.0
Adelaide,27.0,15.0,21.0
Adelaide,40.0,47.0,43.5
Adelaide,48.0,37.0,42.5
Adelaide,42.0,42.0,42.0
Adelaide,22.0,18.0,20.0
Adelaide,16.0,13.0,14.5
Adelaide,93.0,46.0,69.5
Adelaide,59.0,58.0,58.5
Adelaide,90.0,55.0,72.5
Adelaide,57.0,45.0,51.0
Adelaide,51.0,35.0,43.0
Adelaide,42.0,31.0,36.5
Adelaide,32.0,32.0,32.0
Adelaide,93.0,82.0,87.5
Adelaide,85.0,69.0,77.0
Adelaide,78.0,54.0,66.0
Adelaide,75.0,48.0,61.5
Adelaide,79.0,43.0,61.0
Adelaide,49.0,51.0,50.0
Adelaide,63.0,47.0,55.0
Adelaide,56.0,43.0,49.5
Adelaide,36.0,22.0,29.0
Adelaide,35.0,81.0,58.0
Adelaide,71.0,37.0,54.0
Adelaide,57.0,41.0,49.0
Adelaide,49.0,28.0,38.5
Adelaide,17.0,9.0,13.0
Adelaide,27.0,11.0,19.0
Adelaide,43.0,70.0,56.5
Adelaide,76.0,68.0,72.0
Adelaide,74.0,48.0,61.0
Adelaide,69.0,47.0,58.0
Adelaide,66.0,65.0,65.5
Adelaide,48.0,32.0,40.0
Adelaide,54.0,42.0,48.0
Adelaide,44.0,25.0,34.5
Adelaide,54.0,91.0,72.5
Adelaide,89.0,59.0,74.0
Adelaide,49.0,38.0,43.5
Adelaide,54.0,37.0,45.5
Adelaide,57.0,46.0,51.5
Adelaide,59.0,51.0,55.0
Adelaide,68.0,47.0,57.5
Adelaide,54.0,18.0,36.0
Adelaide,23.0,13.0,18.0
Adelaide,76.0,54.0,65.0
Adelaide,49.0,27.0,38.0
Adelaide,84.0,45.0,64.5
Adelaide,48.0,62.0,55.0
Adelaide,60.0,46.0,53.0
Adelaide,48.0,24.0,36.0
Adelaide,30.0,13.0,21.5
Adelaide,32.0,26.0,29.0
Adelaide,66.0,48.0,57.0
Adelaide,44.0,29.0,36.5
Adelaide,50.0,26.0,38.0
Adelaide,39.0,28.0,33.5
Adelaide,28.0,19.0,23.5
Adelaide,63.0,59.0,61.0
Adelaide,68.0,40.0,54.0
Adelaide,58.0,34.0,46.0
Adelaide,68.0,33.0,50.5
Adelaide,68.0,30.0,49.0
Adelaide,44.0,27.0,35.5
Adelaide,90.0,75.0,82.5
Adelaide,82.0,63.0,72.5
Adelaide,68.0,34.0,51.0
Adelaide,32.0,22.0,27.0
Adelaide,60.0,34.0,47.0
Adelaide,43.0,27.0,35.0
Adelaide,48.0,36.0,42.0
Adelaide,39.0,34.0,36.5
Adelaide,56.0,36.0,46.0
Adelaide,41.0,25.0,33.0
Adelaide,40.0,16.0,28.0
Adelaide,17.0,13.0,15.0
Adelaide,24.0,14.0,19.0
Adelaide,40.0,21.0,30.5
Adelaide,89.0,60.0,74.5
Adelaide,85.0,58.0,71.5
Adelaide,51.0,36.0,43.5
Adelaide,54.0,42.0,48.0
Adelaide,50.0,33.0,41.5
Adelaide,39.0,27.0,33.0
Adelaide,30.0,18.0,24.0
Adelaide,33.0,12.0,22.5
Adelaide,51.0,62.0,56.5
Adelaide,74.0,92.0,83.0
Adelaide,61.0,45.0,53.0
Adelaide,61.0,48.0,54.5
Adelaide,43.0,24.0,33.5
Adelaide,36.0,17.0,26.5
Adelaide,31.0,9.0,20.0
Adelaide,40.0,12.0,26.0
Adelaide,65.0,48.0,56.5
Adelaide,58.0,40.0,49.0
Adelaide,50.0,52.0,51.0
Adelaide,55.0,19.0,37.0
Adelaide,40.0,29.0,34.5
Adelaide,34.0,16.0,25.0
Adelaide,15.0,9.0,12.0
Adelaide,26.0,9.0,17.5
Adelaide,14.0,19.0,16.5
Adelaide,61.0,24.0,42.5
Adelaide,,32.0,32.0
Adelaide,44.0,27.0,35.5
Adelaide,37.0,16.0,26.5
Adelaide,18.0,51.0,34.5
Adelaide,66.0,60.0,63.0
Adelaide,47.0,46.0,46.5
Adelaide,66.0,40.0,53.0
Adelaide,52.0,38.0,45.0
Adelaide,56.0,35.0,45.5
Adelaide,56.0,30.0,43.0
Adelaide,51.0,31.0,41.0
Adelaide,48.0,36.0,42.0
Adelaide,25.0,19.0,22.0
Adelaide,27.0,23.0,25.0
Adelaide,57.0,42.0,49.5
Adelaide,32.0,29.0,30.5
Adelaide,57.0,31.0,44.0
Adelaide,51.0,33.0,42.0
Adelaide,38.0,26.0,32.0
Adelaide,33.0,25.0,29.0
Adelaide,38.0,26.0,32.0
Adelaide,50.0,32.0,41.0
Adelaide,50.0,38.0,44.0
Adelaide,49.0,28.0,38.5
Adelaide,50.0,35.0,42.5
Adelaide,69.0,50.0,59.5
Adelaide,73.0,47.0,60.0
Adelaide,45.0,37.0,41.0
Adelaide,51.0,29.0,40.0
Adelaide,56.0,30.0,43.0
Adelaide,55.0,31.0,43.0
Adelaide,56.0,31.0,43.5
Adelaide,85.0,55.0,70.0
Adelaide,52.0,44.0,48.0
Adelaide,62.0,45.0,53.5
Adelaide,55.0,39.0,47.0
Adelaide,49.0,41.0,45.0
Adelaide,67.0,75.0,71.0
Adelaide,77.0,44.0,60.5
Adelaide,62.0,43.0,52.5
Adelaide,56.0,25.0,40.5
Adelaide,22.0,14.0,18.0
Adelaide,59.0,46.0,52.5
Adelaide,68.0,46.0,57.0
Adelaide,62.0,32.0,47.0
Adelaide,43.0,24.0,33.5
Adelaide,48.0,22.0,35.0
Adelaide,63.0,38.0,50.5
Adelaide,66.0,39.0,52.5
Adelaide,60.0,31.0,45.5
Adelaide,47.0,17.0,32.0
Adelaide,16.0,11.0,13.5
Adelaide,24.0,18.0,21.0
Adelaide,25.0,37.0,31.0
Adelaide,70.0,40.0,55.0
Adelaide,61.0,45.0,53.0
Adelaide,79.0,84.0,81.5
Adelaide,72.0,55.0,63.5
Adelaide,61.0,43.0,52.0
Adelaide,79.0,40.0,59.5
Adelaide,64.0,49.0,56.5
Adelaide,70.0,48.0,59.0
Adelaide,53.0,44.0,48.5
Adelaide,65.0,25.0,45.0
Adelaide,45.0,26.0,35.5
Adelaide,51.0,22.0,36.5
Adelaide,67.0,42.0,54.5
Adelaide,60.0,32.0,46.0
Adelaide,49.0,28.0,38.5
Adelaide,44.0,17.0,30.5
Adelaide,25.0,53.0,39.0
Adelaide,68.0,54.0,61.0
Adelaide,73.0,50.0,61.5
Adelaide,74.0,38.0,56.0
Adelaide,54.0,32.0,43.0
Adelaide,48.0,27.0,37.5
Adelaide,41.0,29.0,35.0
Adelaide,52.0,33.0,42.5
Adelaide,55.0,42.0,48.5
Adelaide,72.0,55.0,63.5
Adelaide,96.0,59.0,77.5
Adelaide,80.0,53.0,66.5
Adelaide,59.0,34.0,46.5
Adelaide,47.0,39.0,43.0
Adelaide,57.0,28.0,42.5
Adelaide,57.0,25.0,41.0
Adelaide,77.0,28.0,52.5
Adelaide,62.0,49.0,55.5
Adelaide,54.0,42.0,48.0
Adelaide,36.0,26.0,31.0
Adelaide,70.0,49.0,59.5
Adelaide,60.0,29.0,44.5
Adelaide,46.0,18.0,32.0
Adelaide,55.0,49.0,52.0
Adelaide,40.0,37.0,38.5
Adelaide,57.0,47.0,52.0
Adelaide,51.0,43.0,47.0
Adelaide,45.0,32.0,38.5
Adelaide,47.0,42.0,44.5
Adelaide,42.0,25.0,33.5
Adelaide,33.0,15.0,24.0
Adelaide,29.0,20.0,24.5
Adelaide,27.0,17.0,22.0
Adelaide,56.0,24.0,40.0
Adelaide,47.0,22.0,34.5
Adelaide,28.0,19.0,23.5
Adelaide,27.0,24.0,25.5
Adelaide,49.0,19.0,34.0
Adelaide,41.0,81.0,61.0
Adelaide,58.0,50.0,54.0
Adelaide,84.0,86.0,85.0
Adelaide,62.0,69.0,65.5
Adelaide,68.0,72.0,70.0
Adelaide,93.0,58.0,75.5
Adelaide,79.0,64.0,71.5
Adelaide,74.0,58.0,66.0
Adelaide,77.0,61.0,69.0
Adelaide,48.0,30.0,39.0
Adelaide,43.0,96.0,69.5
Adelaide,53.0,47.0,50.0
Adelaide,64.0,77.0,70.5
Adelaide,83.0,65.0,74.0
Adelaide,79.0,51.0,65.0
Adelaide,55.0,47.0,51.0
Adelaide,40.0,53.0,46.5
Adelaide,33.0,22.0,27.5
Adelaide,85.0,48.0,66.5
Adelaide,76.0,36.0,56.0
Adelaide,66.0,42.0,54.0
Adelaide,73.0,41.0,57.0
Adelaide,81.0,55.0,68.0
Adelaide,79.0,57.0,68.0
Adelaide,62.0,53.0,57.5
Adelaide,65.0,27.0,46.0
Adelaide,47.0,31.0,39.0
Adelaide,51.0,64.0,57.5
Adelaide,96.0,65.0,80.5
Adelaide,57.0,43.0,50.0
Adelaide,69.0,47.0,58.0
Adelaide,74.0,75.0,74.5
Adelaide,51.0,65.0,58.0
Adelaide,81.0,81.0,81.0
Adelaide,73.0,91.0,82.0
Adelaide,96.0,65.0,80.5
Adelaide,68.0,45.0,56.5
Adelaide,76.0,72.0,74.0
Adelaide,70.0,56.0,63.0
Adelaide,59.0,47.0,53.0
Adelaide,69.0,45.0,57.0
Adelaide,83.0,62.0,72.5
Adelaide,76.0,52.0,64.0
Adelaide,70.0,76.0,73.0
Adelaide,87.0,78.0,82.5
Adelaide,60.0,48.0,54.0
Adelaide,58.0,45.0,51.5
Adelaide,70.0,48.0,59.0
Adelaide,71.0,47.0,59.0
Adelaide,82.0,51.0,66.5
Adelaide,71.0,47.0,59.0
Adelaide,56.0,36.0,46.0
Adelaide,51.0,33.0,42.0
Adelaide,55.0,41.0,48.0
Adelaide,84.0,63.0,73.5
Adelaide,83.0,60.0,71.5
Adelaide,68.0,69.0,68.5
Adelaide,89.0,88.0,88.5
Adelaide,96.0,89.0,92.5
Adelaide,96.0,57.0,76.5
Adelaide,56.0,47.0,51.5
Adelaide,96.0,93.0,94.5
Adelaide,82.0,90.0,86.0
Adelaide,87.0,70.0,78.5
Adelaide,94.0,69.0,81.5
Adelaide,95.0,73.0,84.0
Adelaide,97.0,69.0,83.0
Adelaide,66.0,43.0,54.5
Adelaide,56.0,45.0,50.5
Adelaide,87.0,84.0,85.5
Adelaide,78.0,55.0,66.5
Adelaide,94.0,69.0,81.5
Adelaide,83.0,62.0,72.5
Adelaide,86.0,62.0,74.0
Adelaide,95.0,74.0,84.5
Adelaide,60.0,43.0,51.5
Adelaide,69.0,38.0,53.5
Adelaide,45.0,32.0,38.5
Adelaide,45.0,44.0,44.5
Adelaide,68.0,59.0,63.5
Adelaide,92.0,60.0,76.0
Adelaide,80.0,48.0,64.0
Adelaide,79.0,72.0,75.5
Adelaide,91.0,82.0,86.5
Adelaide,75.0,52.0,63.5
Adelaide,88.0,74.0,81.0
Adelaide,74.0,46.0,60.0
Adelaide,60.0,44.0,52.0
Adelaide,83.0,41.0,62.0
Adelaide,83.0,62.0,72.5
Adelaide,90.0,71.0,80.5
Adelaide,96.0,68.0,82.0
Adelaide,91.0,73.0,82.0
Adelaide,64.0,39.0,51.5
Adelaide,45.0,36.0,40.5
Adelaide,71.0,59.0,65.0
Adelaide,72.0,51.0,61.5
Adelaide,91.0,44.0,67.5
Adelaide,94.0,71.0,82.5
Adelaide,77.0,83.0,80.0
Adelaide,80.0,47.0,63.5
Adelaide,68.0,57.0,62.5
Adelaide,71.0,44.0,57.5
Adelaide,48.0,42.0,45.0
Adelaide,99.0,54.0,76.5
Adelaide,96.0,60.0,78.0
Adelaide,87.0,68.0,77.5
Adelaide,79.0,48.0,63.5
Adelaide,54.0,31.0,42.5
Adelaide,51.0,76.0,63.5
Adelaide,75.0,61.0,68.0
Adelaide,72.0,52.0,62.0
Adelaide,80.0,53.0,66.5
Adelaide,77.0,50.0,63.5
Adelaide,49.0,42.0,45.5
Adelaide,80.0,51.0,65.5
Adelaide,81.0,71.0,76.0
Adelaide,85.0,89.0,87.0
Adelaide,76.0,47.0,61.5
Adelaide,70.0,80.0,75.0
Adelaide,93.0,51.0,72.0
Adelaide,56.0,41.0,48.5
Adelaide,81.0,51.0,66.0
Adelaide,50.0,41.0,45.5
Adelaide,74.0,78.0,76.0
Adelaide,69.0,58.0,63.5
Adelaide,85.0,93.0,89.0
Adelaide,63.0,47.0,55.0
Adelaide,51.0,39.0,45.0
Adelaide,32.0,40.0,36.0
Adelaide,92.0,69.0,80.5
Adelaide,57.0,48.0,52.5
Adelaide,70.0,67.0,68.5
Adelaide,63.0,43.0,53.0
Adelaide,31.0,24.0,27.5
Adelaide,27.0,22.0,24.5
Adelaide,18.0,12.0,15.0
Adelaide,81.0,48.0,64.5
Adelaide,76.0,95.0,85.5
Adelaide,57.0,58.0,57.5
Adelaide,73.0,57.0,65.0
Adelaide,62.0,51.0,56.5
Adelaide,50.0,31.0,40.5
Adelaide,44.0,23.0,33.5
Adelaide,25.0,94.0,59.5
Adelaide,52.0,46.0,49.0
Adelaide,61.0,65.0,63.0
Adelaide,58.0,54.0,56.0
Adelaide,72.0,59.0,65.5
Adelaide,73.0,57.0,65.0
Adelaide,67.0,62.0,64.5
Adelaide,60.0,41.0,50.5
Adelaide,60.0,70.0,65.0
Adelaide,67.0,49.0,58.0
Adelaide,32.0,21.0,26.5
Adelaide,55.0,46.0,50.5
Adelaide,56.0,43.0,49.5
Adelaide,38.0,20.0,29.0
Adelaide,18.0,11.0,14.5
Adelaide,39.0,28.0,33.5
Adelaide,72.0,55.0,63.5
Adelaide,43.0,44.0,43.5
Adelaide,61.0,79.0,70.0
Adelaide,63.0,52.0,57.5
Adelaide,67.0,25.0,46.0
Adelaide,25.0,15.0,20.0
Adelaide,15.0,12.0,13.5
Adelaide,57.0,60.0,58.5
Adelaide,65.0,50.0,57.5
Adelaide,49.0,43.0,46.0
Adelaide,46.0,28.0,37.0
Adelaide,52.0,45.0,48.5
Adelaide,60.0,82.0,71.0
Adelaide,83.0,41.0,62.0
Adelaide,57.0,45.0,51.0
Adelaide,65.0,49.0,57.0
Adelaide,25.0,13.0,19.0
Adelaide,60.0,24.0,42.0
Adelaide,84.0,66.0,75.0
Adelaide,56.0,47.0,51.5
Adelaide,38.0,26.0,32.0
Adelaide,52.0,51.0,51.5
Adelaide,66.0,35.0,50.5
Adelaide,53.0,34.0,43.5
Adelaide,51.0,19.0,35.0
Adelaide,13.0,5.0,9.0
Adelaide,24.0,26.0,25.0
Adelaide,71.0,50.0,60.5
Adelaide,60.0,56.0,58.0
Adelaide,56.0,47.0,51.5
Adelaide,48.0,32.0,40.0
Adelaide,43.0,13.0,28.0
Adelaide,18.0,7.0,12.5
Adelaide,20.0,39.0,29.5
Adelaide,67.0,47.0,57.0
Adelaide,52.0,45.0,48.5
Adelaide,30.0,23.0,26.5
Adelaide,15.0,13.0,14.0
Adelaide,41.0,37.0,39.0
Adelaide,64.0,46.0,55.0
Adelaide,64.0,38.0,51.0
Adelaide,66.0,37.0,51.5
Adelaide,43.0,43.0,43.0
Adelaide,44.0,24.0,34.0
Adelaide,12.0,5.0,8.5
Adelaide,60.0,39.0,49.5
Adelaide,46.0,35.0,40.5
Adelaide,44.0,23.0,33.5
Adelaide,35.0,32.0,33.5
Adelaide,51.0,31.0,41.0
Adelaide,53.0,43.0,48.0
Adelaide,57.0,40.0,48.5
Adelaide,34.0,13.0,23.5
Adelaide,9.0,8.0,8.5
Adelaide,47.0,39.0,43.0
Adelaide,51.0,40.0,45.5
Adelaide,28.0,11.0,19.5
Adelaide,22.0,28.0,25.0
Adelaide,39.0,31.0,35.0
Adelaide,51.0,29.0,40.0
Adelaide,54.0,32.0,43.0
Adelaide,49.0,31.0,40.0
Adelaide,20.0,27.0,23.5
Adelaide,63.0,47.0,55.0
Adelaide,28.0,30.0,29.0
Adelaide,53.0,33.0,43.0
Adelaide,14.0,11.0,12.5
Adelaide,7.0,5.0,6.0
Adelaide,37.0,22.0,29.5
Adelaide,34.0,16.0,25.0
Adelaide,20.0,14.0,17.0
Adelaide,61.0,32.0,46.5
Adelaide,41.0,28.0,34.5
Adelaide,37.0,15.0,26.0
Adelaide,19.0,28.0,23.5
Adelaide,59.0,48.0,53.5
Adelaide,82.0,66.0,74.0
Adelaide,54.0,36.0,45.0
Adelaide,44.0,21.0,32.5
Adelaide,40.0,18.0,29.0
Adelaide,29.0,7.0,18.0
Adelaide,71.0,41.0,56.0
Adelaide,48.0,34.0,41.0
Adelaide,44.0,22.0,33.0
Adelaide,48.0,36.0,42.0
Adelaide,59.0,40.0,49.5
Adelaide,46.0,21.0,33.5
Adelaide,38.0,13.0,25.5
Adelaide,51.0,27.0,39.0
Adelaide,53.0,35.0,44.0
Adelaide,59.0,37.0,48.0
Adelaide,58.0,61.0,59.5
Adelaide,57.0,31.0,44.0
Adelaide,52.0,39.0,45.5
Adelaide,96.0,46.0,71.0
Adelaide,51.0,28.0,39.5
Adelaide,48.0,21.0,34.5
Adelaide,41.0,29.0,35.0
Adelaide,42.0,25.0,33.5
Adelaide,39.0,30.0,34.5
Adelaide,48.0,47.0,47.5
Adelaide,53.0,29.0,41.0
Adelaide,45.0,25.0,35.0
Adelaide,52.0,38.0,45.0
Adelaide,70.0,37.0,53.5
Adelaide,63.0,23.0,43.0
Adelaide,25.0,18.0,21.5
Adelaide,52.0,38.0,45.0
Adelaide,47.0,43.0,45.0
Adelaide,68.0,40.0,54.0
Adelaide,63.0,57.0,60.0
Adelaide,49.0,26.0,37.5
Adelaide,47.0,34.0,40.5
Adelaide,44.0,19.0,31.5
Adelaide,18.0,9.0,13.5
Adelaide,47.0,56.0,51.5
Adelaide,64.0,59.0,61.5
Adelaide,86.0,47.0,66.5
Adelaide,78.0,47.0,62.5
Adelaide,79.0,51.0,65.0
Adelaide,47.0,13.0,30.0
Adelaide,45.0,76.0,60.5
Adelaide,87.0,45.0,66.0
Adelaide,70.0,48.0,59.0
Adelaide,82.0,54.0,68.0
Adelaide,89.0,70.0,79.5
Adelaide,75.0,56.0,65.5
Adelaide,77.0,66.0,71.5
Adelaide,61.0,33.0,47.0
Adelaide,51.0,37.0,44.0
Adelaide,68.0,26.0,47.0
Adelaide,56.0,20.0,38.0
Adelaide,34.0,29.0,31.5
Adelaide,53.0,31.0,42.0
Adelaide,60.0,43.0,51.5
Adelaide,41.0,26.0,33.5
Adelaide,32.0,16.0,24.0
Adelaide,28.0,15.0,21.5
Adelaide,35.0,26.0,30.5
Adelaide,67.0,45.0,56.0
Adelaide,64.0,50.0,57.0
Adelaide,44.0,41.0,42.5
Adelaide,43.0,39.0,41.0
Adelaide,61.0,38.0,49.5
Adelaide,45.0,20.0,32.5
Adelaide,38.0,22.0,30.0
Adelaide,94.0,96.0,95.0
Adelaide,81.0,61.0,71.0
Adelaide,70.0,44.0,57.0
Adelaide,76.0,65.0,70.5
Adelaide,88.0,58.0,73.0
Adelaide,89.0,41.0,65.0
Adelaide,33.0,26.0,29.5
Adelaide,72.0,56.0,64.0
Adelaide,90.0,63.0,76.5
Adelaide,70.0,69.0,69.5
Adelaide,75.0,40.0,57.5
Adelaide,45.0,22.0,33.5
Adelaide,25.0,24.0,24.5
Adelaide,64.0,30.0,47.0
Adelaide,40.0,32.0,36.0
Adelaide,56.0,38.0,47.0
Adelaide,44.0,30.0,37.0
Adelaide,22.0,16.0,19.0
Adelaide,35.0,24.0,29.5
Adelaide,32.0,24.0,28.0
Adelaide,29.0,28.0,28.5
Adelaide,91.0,50.0,70.5
Adelaide,91.0,56.0,73.5
Adelaide,94.0,65.0,79.5
Adelaide,83.0,66.0,74.5
Adelaide,88.0,54.0,71.0
Adelaide,88.0,64.0,76.0
Adelaide,75.0,55.0,65.0
Adelaide,65.0,45.0,55.0
Adelaide,56.0,34.0,45.0
Adelaide,52.0,54.0,53.0
Adelaide,73.0,81.0,77.0
Adelaide,72.0,43.0,57.5
Adelaide,80.0,71.0,75.5
Adelaide,73.0,63.0,68.0
Adelaide,95.0,62.0,78.5
Adelaide,56.0,52.0,54.0
Adelaide,57.0,38.0,47.5
Adelaide,50.0,35.0,42.5
Adelaide,57.0,44.0,50.5
Adelaide,83.0,94.0,88.5
Adelaide,96.0,86.0,91.0
Adelaide,78.0,58.0,68.0
Adelaide,82.0,73.0,77.5
Adelaide,77.0,60.0,68.5
Adelaide,66.0,68.0,67.0
Adelaide,84.0,66.0,75.0
Adelaide,75.0,51.0,63.0
Adelaide,77.0,50.0,63.5
Adelaide,75.0,46.0,60.5
Adelaide,64.0,59.0,61.5
Adelaide,72.0,74.0,73.0
Adelaide,81.0,64.0,72.5
Adelaide,86.0,73.0,79.5
Adelaide,85.0,69.0,77.0
Adelaide,83.0,72.0,77.5
Adelaide,87.0,40.0,63.5
Adelaide,84.0,57.0,70.5
Adelaide,88.0,62.0,75.0
Adelaide,86.0,45.0,65.5
Adelaide,78.0,52.0,65.0
Adelaide,92.0,68.0,80.0
Adelaide,88.0,63.0,75.5
Adelaide,62.0,55.0,58.5
Adelaide,55.0,47.0,51.0
Adelaide,73.0,44.0,58.5
Adelaide,48.0,44.0,46.0
Adelaide,60.0,56.0,58.0
Adelaide,87.0,58.0,72.5
Adelaide,85.0,63.0,74.0
Adelaide,99.0,63.0,81.0
Adelaide,83.0,65.0,74.0
Adelaide,90.0,63.0,76.5
Adelaide,80.0,39.0,59.5
Adelaide,58.0,82.0,70.0
Adelaide,68.0,63.0,65.5
Adelaide,92.0,94.0,93.0
Adelaide,95.0,79.0,87.0
Adelaide,90.0,50.0,70.0
Adelaide,79.0,41.0,60.0
Adelaide,60.0,43.0,51.5
Adelaide,71.0,35.0,53.0
Adelaide,67.0,88.0,77.5
Adelaide,76.0,75.0,75.5
Adelaide,89.0,72.0,80.5
Adelaide,94.0,88.0,91.0
Adelaide,92.0,62.0,77.0
Adelaide,60.0,48.0,54.0
Adelaide,63.0,66.0,64.5
Adelaide,81.0,63.0,72.0
Adelaide,67.0,70.0,68.5
Adelaide,89.0,60.0,74.5
Adelaide,85.0,89.0,87.0
Adelaide,93.0,66.0,79.5
Adelaide,70.0,57.0,63.5
Adelaide,73.0,55.0,64.0
Adelaide,59.0,43.0,51.0
Adelaide,32.0,42.0,37.0
Adelaide,49.0,52.0,50.5
Adelaide,95.0,67.0,81.0
Adelaide,59.0,51.0,55.0
Adelaide,63.0,52.0,57.5
Adelaide,57.0,32.0,44.5
Adelaide,91.0,71.0,81.0
Adelaide,90.0,96.0,93.0
Adelaide,94.0,62.0,78.0
Adelaide,75.0,54.0,64.5
Adelaide,93.0,72.0,82.5
Adelaide,73.0,49.0,61.0
Adelaide,64.0,41.0,52.5
Adelaide,42.0,49.0,45.5
Adelaide,96.0,52.0,74.0
Adelaide,62.0,42.0,52.0
Adelaide,48.0,44.0,46.0
Adelaide,93.0,60.0,76.5
Adelaide,94.0,50.0,72.0
Adelaide,64.0,30.0,47.0
Adelaide,32.0,80.0,56.0
Adelaide,83.0,63.0,73.0
Adelaide,91.0,88.0,89.5
Adelaide,51.0,74.0,62.5
Adelaide,75.0,61.0,68.0
Adelaide,93.0,92.0,92.5
Adelaide,90.0,92.0,91.0
Adelaide,95.0,83.0,89.0
Adelaide,94.0,61.0,77.5
Adelaide,71.0,55.0,63.0
Adelaide,66.0,51.0,58.5
Adelaide,40.0,28.0,34.0
Adelaide,70.0,57.0,63.5
Adelaide,64.0,77.0,70.5
Adelaide,83.0,41.0,62.0
Adelaide,37.0,35.0,36.0
Adelaide,38.0,32.0,35.0
Adelaide,63.0,41.0,52.0
Adelaide,40.0,19.0,29.5
Adelaide,24.0,25.0,24.5
Adelaide,85.0,84.0,84.5
Adelaide,74.0,77.0,75.5
Adelaide,62.0,56.0,59.0
Adelaide,42.0,36.0,39.0
Adelaide,23.0,48.0,35.5
Adelaide,58.0,58.0,58.0
Adelaide,72.0,39.0,55.5
Adelaide,54.0,85.0,69.5
Adelaide,88.0,56.0,72.0
Adelaide,84.0,52.0,68.0
Adelaide,52.0,34.0,43.0
Adelaide,93.0,72.0,82.5
Adelaide,71.0,53.0,62.0
Adelaide,61.0,55.0,58.0
Adelaide,66.0,42.0,54.0
Adelaide,58.0,58.0,58.0
Adelaide,48.0,37.0,42.5
Adelaide,66.0,50.0,58.0
Adelaide,18.0,57.0,37.5
Adelaide,61.0,32.0,46.5
Adelaide,74.0,47.0,60.5
Adelaide,46.0,40.0,43.0
Adelaide,32.0,66.0,49.0
Adelaide,84.0,60.0,72.0
Adelaide,44.0,18.0,31.0
Adelaide,24.0,30.0,27.0
Adelaide,79.0,47.0,63.0
Adelaide,69.0,65.0,67.0
Adelaide,48.0,51.0,49.5
Adelaide,45.0,18.0,31.5
Adelaide,21.0,35.0,28.0
Adelaide,64.0,57.0,60.5
Adelaide,67.0,45.0,56.0
Adelaide,61.0,27.0,44.0
Adelaide,18.0,13.0,15.5
Adelaide,71.0,68.0,69.5
Adelaide,64.0,41.0,52.5
Adelaide,44.0,16.0,30.0
Adelaide,85.0,41.0,63.0
Adelaide,74.0,39.0,56.5
Adelaide,57.0,23.0,40.0
Adelaide,19.0,11.0,15.0
Adelaide,48.0,41.0,44.5
Adelaide,38.0,17.0,27.5
Adelaide,10.0,5.0,7.5
Adelaide,17.0,12.0,14.5
